0,1,2,3,4,5,6,7
0.3870967741935485,0.4285714285714284,0.3846153846153846,0.34693877551020424,0.421875,0.2549019607843137,0.835820895522388,1.0
0.30645161290322553,0.9206349206349205,0.4615384615384617,0.5306122448979593,0.59375,0.2549019607843137,0.5074626865671641,1.0
0.08064516129032251,0.12698412698412698,0.3538461538461539,0.34693877551020424,0.578125,0.1568627450980391,0.22388059701492558,1.0
0.4838709677419355,0.4920634920634921,0.430769230769231,0.44897959183673475,0.65625,0.19607843137254877,0.1343283582089554,1.0
0.29032258064516103,0.4920634920634921,0.20000000000000018,0.510204081632653,0.328125,0.19607843137254877,0.22388059701492558,0.0
0.596774193548387,0.38095238095238093,0.2615384615384615,0.510204081632653,0.546875,0.27450980392156854,0.6119402985074627,1.0
0.32258064516129004,0.5238095238095237,0.430769230769231,0.48979591836734704,0.46875,0.47058823529411775,0.22388059701492558,0.0
0.4193548387096775,0.47619047619047583,0.2923076923076926,0.3265306122448979,0.359375,0.13725490196078427,0.6268656716417913,0.0
0.7096774193548385,0.6031746031746033,0.2615384615384615,0.44897959183673475,0.578125,0.4901960784313726,0.23880597014925375,0.0
0.596774193548387,0.47619047619047583,0.49230769230769234,0.9183673469387754,0.5625,0.27450980392156854,0.44776119402985093,0.0
0.33870967741935454,0.41269841269841256,0.15384615384615374,0.2857142857142856,0.328125,0.21568627450980404,0.4328358208955223,0.0
0.6451612903225805,0.4444444444444442,0.2923076923076926,0.7346938775510203,0.171875,0.3529411764705883,0.31343283582089554,1.0
0.20967741935483852,0.5714285714285712,0.3538461538461539,0.12244897959183687,0.328125,0.19607843137254877,0.17910447761194037,0.0
0.5,0.6190476190476191,0.32307692307692326,0.4285714285714288,0.515625,0.3137254901960782,0.19402985074626877,0.0
0.22580645161290303,0.6349206349206349,0.5384615384615388,0.4285714285714288,0.640625,0.4901960784313726,0.20895522388059695,1.0
0.596774193548387,0.41269841269841256,0.12307692307692308,0.1020408163265305,0.46875,0.2941176470588234,0.5074626865671641,0.0
0.4516129032258065,0.3174603174603172,0.24615384615384617,0.5918367346938775,0.265625,0.47058823529411775,0.6268656716417913,1.0
0.370967741935484,0.39682539682539675,0.6307692307692307,0.36734693877551017,0.546875,0.2549019607843137,0.4179104477611941,0.0
0.7419354838709675,0.6031746031746033,0.15384615384615374,0.2857142857142856,0.625,0.2549019607843137,0.16417910447761197,1.0
0.25806451612903203,0.41269841269841256,0.1384615384615384,0.34693877551020424,0.71875,0.33333333333333304,0.19402985074626877,0.0
0.32258064516129004,0.5555555555555554,0.3999999999999999,0.6530612244897958,0.40625,0.37254901960784315,0.40298507462686595,0.0
0.16129032258064502,0.7301587301587298,0.24615384615384617,0.04081632653061229,0.375,0.1568627450980391,0.32835820895522416,0.0
0.435483870967742,0.6984126984126982,0.3846153846153846,0.4285714285714288,0.390625,0.5294117647058822,0.14925373134328357,1.0
0.24193548387096753,0.5079365079365079,0.5076923076923077,0.44897959183673475,0.40625,0.23529411764705888,0.34328358208955234,0.0
0.629032258064516,0.5555555555555554,0.953846153846154,0.22448979591836737,0.453125,0.43137254901960764,0.6119402985074627,1.0
0.4193548387096775,0.12698412698412698,0.3538461538461539,0.38775510204081653,0.546875,0.6470588235294117,0.47761194029850773,1.0
0.629032258064516,0.6190476190476191,0.3846153846153846,0.46938775510204067,0.25,0.23529411764705888,0.6567164179104477,1.0
0.370967741935484,0.4920634920634921,0.2923076923076926,0.4285714285714288,0.375,0.2941176470588234,0.23880597014925375,0.0
0.30645161290322553,0.3174603174603172,0.6461538461538461,0.38775510204081653,0.53125,0.6666666666666665,0.28358208955223874,0.0
0.19354838709677402,0.5079365079365079,0.2923076923076926,0.20408163265306145,0.5625,0.6470588235294117,0.34328358208955234,1.0
0.564516129032258,0.3174603174603172,0.6000000000000001,0.38775510204081653,0.265625,0.1568627450980391,0.37313432835820914,0.0
0.4838709677419355,0.4444444444444442,0.430769230769231,0.7346938775510203,0.46875,0.3137254901960782,0.4626865671641791,0.0
0.467741935483871,0.20634920634920606,0.16923076923076952,0.5714285714285716,0.390625,0.4509803921568625,0.34328358208955234,1.0
0.5806451612903225,0.3492063492063493,0.3999999999999999,0.4285714285714288,0.375,0.4117647058823528,0.31343283582089554,1.0
0.3870967741935485,0.39682539682539675,0.6307692307692307,0.3265306122448979,0.484375,0.0980392156862746,0.37313432835820914,0.0
0.4193548387096775,0.3015873015873014,0.23076923076923084,0.6734693877551021,0.375,0.4117647058823528,0.34328358208955234,0.0
0.33870967741935454,0.3492063492063493,0.430769230769231,0.16326530612244916,0.0,0.3529411764705883,0.4626865671641791,1.0
0.3548387096774195,0.22222222222222188,0.2153846153846155,0.2857142857142856,0.59375,0.784313725490196,0.5671641791044777,1.0
0.33870967741935454,0.38095238095238093,0.15384615384615374,0.26530612244897966,0.28125,0.6470588235294117,0.40298507462686595,0.0
0.5483870967741935,0.6349206349206349,0.430769230769231,0.1428571428571428,0.28125,0.21568627450980404,0.4328358208955223,0.0
0.11290322580645151,0.3650793650793651,0.3999999999999999,0.7551020408163267,0.296875,0.37254901960784315,0.34328358208955234,0.0
0.29032258064516103,0.22222222222222188,0.476923076923077,0.6326530612244898,0.4375,0.5098039215686274,0.32835820895522416,0.0
0.6129032258064515,0.8571428571428572,0.3846153846153846,0.48979591836734704,0.53125,0.607843137254902,0.40298507462686595,1.0
0.27419354838709653,0.746031746031746,0.30769230769230793,0.40816326530612246,0.515625,0.4901960784313726,0.28358208955223874,0.0
0.32258064516129004,0.6984126984126982,0.3384615384615386,0.34693877551020424,0.390625,0.3529411764705883,0.32835820895522416,1.0
0.27419354838709653,0.33333333333333304,0.3999999999999999,0.2857142857142856,0.40625,0.11764705882352944,0.4328358208955223,0.0
0.8064516129032255,0.3492063492063493,0.8461538461538463,0.36734693877551017,0.34375,0.19607843137254877,0.5373134328358209,1.0
0.30645161290322553,0.33333333333333304,0.2923076923076926,0.44897959183673475,0.421875,0.4509803921568625,0.20895522388059695,0.0
0.403225806451613,0.5714285714285712,0.15384615384615374,0.24489795918367374,0.78125,0.21568627450980404,0.37313432835820914,1.0
0.596774193548387,0.6666666666666665,0.3538461538461539,0.5306122448979593,0.421875,0.6862745098039214,0.4626865671641791,1.0
0.532258064516129,0.8095238095238093,0.3384615384615386,0.24489795918367374,0.59375,0.27450980392156854,0.4626865671641791,1.0
0.32258064516129004,0.25396825396825395,0.476923076923077,0.5510204081632653,0.515625,0.1568627450980391,0.34328358208955234,0.0
0.30645161290322553,0.46031746031746,0.32307692307692326,0.26530612244897966,0.265625,0.3137254901960782,0.3880597014925373,0.0
0.14516129032258052,0.2857142857142856,0.18461538461538485,0.24489795918367374,0.46875,0.19607843137254877,0.6417910447761195,0.0
0.693548387096774,0.6825396825396823,0.5230769230769234,0.3265306122448979,0.59375,0.21568627450980404,0.16417910447761197,1.0
0.4193548387096775,0.33333333333333304,0.23076923076923084,0.46938775510204067,0.265625,0.21568627450980404,0.44776119402985093,0.0
0.29032258064516103,0.46031746031746,0.2615384615384615,0.020408163265306367,0.4375,0.5882352941176472,0.22388059701492558,1.0
0.9193548387096775,1.0,0.30769230769230793,0.5918367346938775,0.609375,0.47058823529411775,0.20895522388059695,1.0
0.790322580645161,0.6825396825396823,0.44615384615384635,0.1020408163265305,0.46875,0.17647058823529393,0.31343283582089554,1.0
0.6774193548387095,0.38095238095238093,0.8307692307692309,0.38775510204081653,0.265625,0.2549019607843137,0.8507462686567167,1.0
0.4193548387096775,0.3174603174603172,0.5692307692307694,0.2857142857142856,0.453125,0.1568627450980391,0.19402985074626877,0.0
0.4193548387096775,0.3650793650793651,0.5230769230769234,0.5510204081632653,0.625,0.21568627450980404,0.5074626865671641,0.0
0.596774193548387,0.6666666666666665,0.6153846153846154,0.4285714285714288,0.40625,0.33333333333333304,0.5671641791044777,1.0
0.3870967741935485,0.3492063492063493,0.476923076923077,0.3265306122448979,0.359375,0.33333333333333304,0.4925373134328359,0.0
0.25806451612903203,0.3650793650793651,0.24615384615384617,0.6734693877551021,0.265625,0.33333333333333304,0.5522388059701495,0.0
0.5806451612903225,0.714285714285714,0.4153846153846157,0.1428571428571428,0.328125,0.47058823529411775,0.28358208955223874,0.0
0.27419354838709653,0.41269841269841256,0.44615384615384635,0.04081632653061229,0.65625,0.4117647058823528,0.5223880597014927,0.0
0.370967741935484,0.7936507936507935,0.5846153846153848,0.5306122448979593,0.765625,0.5882352941176472,0.07462686567164178,0.0
0.5,0.4285714285714284,0.32307692307692326,0.5714285714285716,0.421875,0.33333333333333304,0.28358208955223874,0.0
0.435483870967742,0.6349206349206349,0.476923076923077,0.44897959183673475,0.59375,0.607843137254902,0.4179104477611941,1.0
0.6451612903225805,0.19047619047619024,0.4153846153846157,0.5918367346938775,0.5625,0.7254901960784315,0.3582089552238805,1.0
0.20967741935483852,0.41269841269841256,0.24615384615384617,0.34693877551020424,0.390625,0.4117647058823528,0.23880597014925375,0.0
0.532258064516129,0.5238095238095237,0.30769230769230793,0.5714285714285716,0.546875,0.5098039215686274,0.31343283582089554,0.0
0.467741935483871,0.3015873015873014,0.3999999999999999,0.44897959183673475,0.578125,0.3529411764705883,0.17910447761194037,0.0
0.5,0.5079365079365079,0.23076923076923084,0.3265306122448979,0.40625,0.5686274509803919,0.5820895522388059,1.0
0.20967741935483852,0.2857142857142856,0.23076923076923084,0.2857142857142856,0.296875,0.6274509803921569,0.16417910447761197,0.0
0.25806451612903203,0.8253968253968251,0.44615384615384635,0.30612244897959195,0.765625,0.47058823529411775,0.1343283582089554,1.0
0.532258064516129,0.3492063492063493,0.430769230769231,0.5510204081632653,0.46875,0.4117647058823528,0.4328358208955223,1.0
0.467741935483871,0.3174603174603172,0.2923076923076926,0.1020408163265305,0.5,0.5882352941176472,0.07462686567164178,0.0
0.19354838709677402,0.6031746031746033,0.2923076923076926,0.26530612244897966,0.375,0.4509803921568625,0.31343283582089554,0.0
0.467741935483871,0.3174603174603172,0.6307692307692307,0.7755102040816326,0.40625,0.607843137254902,0.4179104477611941,1.0
0.532258064516129,0.5396825396825395,0.0769230769230771,0.40816326530612246,0.53125,0.4901960784313726,0.40298507462686595,1.0
